Link,Цена,Пешком до метро,Станция метро,Адрес,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Ремонт,Год постройки,Строительная серия,Тип дома,Аварийность,доп инфа
https://www.cian.ru/rent/flat/300097304/,200000,7 мин.,Шаболовская,"['Москва', 'Хавская ул.', '9']",55,,,,1 совмещенный,1 балкон,Дизайнерский,2023,,,Нет,"Сдается 2-комн. апартаменты, 55 м²"
https://www.cian.ru/rent/flat/302127905/,37900,5 мин.,Октябрьское поле,"['Москва', 'ул. Маршала Бирюзова', '35К2']",17,10,2,"2,85 м",1 совмещенный,,Евроремонт,1951,Индивидуальный проект,Кирпичный,Нет,"Сдается Студия, 17 м²"
https://www.cian.ru/rent/flat/252856040/,340000,7 мин.,Москва-Сити,"['Москва', 'ЦАО', 'р-н Пресненский', '1-й Красногвардейский проезд', '15']","95,1",,,,2 совмещенных,,Дизайнерский,2013,,Монолитный,Нет,"Сдается 2-комн. квартира, 95,1 м²"
https://www.cian.ru/rent/flat/301707797/,76200,10 мин.,Бибирево,"['Москва', 'СВАО', 'р-н Алтуфьевский', 'Алтуфьевское ш.', '64В']","53,1","31,8",9,"2,6 м",1 раздельный,1 балкон,Евроремонт,1984,П-3,Панельный,Нет,"Сдается 2-комн. квартира, 53,1 м²"
https://www.cian.ru/rent/flat/301406543/,ID,15 мин.,Бунинская аллея,"['Москва', 'НАО (Новомосковский)', 'Рязановское поселение', 'ул. Уточкина', '8к1']","25,4",,,,1 совмещенный,,,2022,Индивидуальный проект,Монолитно-кирпичный,Нет,"Сдается Студия, 25,4 м²"
https://www.cian.ru/rent/flat/261416334/,350000,7 мин.,Москва-Сити,"['Москва', 'ЦАО', 'р-н Пресненский', '1-й Красногвардейский проезд', '15']",90,70,,,2 совмещенных,,Дизайнерский,2013,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 90 м²"
https://www.cian.ru/rent/flat/300213611/,55000,10 мин.,Войковская,"['Москва', 'ул. Космонавта Волкова', '9/2']",31,16,7,"2,8 м",1 совмещенный,1 балкон,Косметический,1961,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 31 м²"
https://www.cian.ru/rent/flat/302013708/,70000,8 мин.,Серпуховская,"['Москва', 'ЦАО', 'р-н Замоскворечье', 'Дубининская ул.', '40']",40,,,"2,8 м",1 совмещенный,1 лоджия,Дизайнерский,2006,Индивидуальный проект,Монолитно-кирпичный,Нет,"Сдается 1-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/301848642/,60000,8 мин.,Алексеевская,"['Москва', 'Большая Марьинская ул.', '7К2']",56,37,"8,5",3 м,1 раздельный,,Косметический,1958,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 56 м²"
https://www.cian.ru/rent/flat/298643999/,320000,9 мин.,Улица 1905 года,"['Москва', 'ЦАО', 'р-н Пресненский', 'ул. Костикова', '4к1']",65,,,,1 совмещенный,1 балкон,Дизайнерский,2023,Индивидуальный проект,,Нет,"Сдается 2-комн. квартира, 65 м²"
https://www.cian.ru/rent/flat/301706310/,40000,7 мин.,Бунинская аллея,"['Москва', 'Коммунарка поселок', 'ул. Александры Монаховой', '84к1']",34,16,9,"2,4 м",1 совмещенный,,Евроремонт,2020,Индивидуальный проект,Панельный,Нет,"Сдается 1-комн. квартира, 34 м²"
https://www.cian.ru/rent/flat/299115531/,220000,3 мин.,Деловой центр,"['Москва', 'ЦАО', 'р-н Пресненский', '1-й Красногвардейский проезд', '21с2']",92,70,12,3 м,"1 совмещенный, 1 раздельный",,Дизайнерский,2016,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 92 м²"
https://www.cian.ru/rent/flat/301386764/,45000,14 мин.,Тушинская,"['Москва', 'ул. Свободы', '4С1']",36,,,3 м,1 совмещенный,1 балкон,Евроремонт,1958,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 36 м²"
https://www.cian.ru/rent/flat/301895285/,80000,7 мин.,Красные ворота,"['Москва', 'ЦАО', 'р-н Красносельский', 'Новая Басманная ул.', '17']",40,,,"2,7 м",1 совмещенный,1 лоджия,Евроремонт,1969,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 40 м²"
https://www.cian.ru/rent/flat/301868121/,45000,16 мин.,Октябрьское поле,"['Москва', 'ул. Зорге', '34']","47,5",20,9,"2,7 м",1 раздельный,1 лоджия,Косметический,1985,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 47,5 м²"
https://www.cian.ru/rent/flat/298972999/,Артем,9 мин.,Арбатская,"['Москва', 'ЦАО', 'р-н Арбат', 'ул. Новый Арбат', '15']",40,20,5,4 м,1 совмещенный,,Дизайнерский,,,,,"Сдается Апартаменты-студия, 40 м²"
https://www.cian.ru/rent/flat/302112380/,55000,10 мин.,Стахановская,"['Москва', '3-я Карачаровская ул.', '10К2']",35,20,7,,1 совмещенный,1 лоджия,Евроремонт,1960,Индивидуальный проект,Кирпичный,Нет,"Сдается 1-комн. квартира, 35 м²"
https://www.cian.ru/rent/flat/302032584/,200000,14 мин.,Парк Победы,"['Москва', 'ЗАО', 'р-н Филевский парк', 'ул. Василисы Кожиной', '13']",59,44,10,,1 совмещенный,,Евроремонт,2019,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 59 м²"
https://www.cian.ru/rent/flat/301339440/,200000,3 мин.,Деловой центр,"['Москва', '1-й Красногвардейский проезд', '21с2']",80,,,3 м,"1 совмещенный, 1 раздельный",,Дизайнерский,2016,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 80 м²"
https://www.cian.ru/rent/flat/302034960/,37000,11 мин.,Грачёвская,"['Москва', 'Базовская ул.', '15Бк1']","21,5",20,,,1 совмещенный,,Евроремонт,2023,,,Нет,"Сдается Студия, 21,5 м²"
https://www.cian.ru/rent/flat/298620632/,110000,3 мин.,Беговая,"['Москва', 'САО', 'р-н Хорошевский', 'Хорошевское ш.', '16к2']",55,,10,,1 совмещенный,1 лоджия,Дизайнерский,2007,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 55 м²"
https://www.cian.ru/rent/flat/301261283/,350000,8 мин.,Смоленская,"['Москва', 'ЦАО', 'р-н Арбат', 'ул. Новый Арбат', '32']",92,70,10,,"1 совмещенный, 1 раздельный",,Дизайнерский,2013,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 92 м²"
https://www.cian.ru/rent/flat/302021698/,45000,8 мин.,Рассказовка,"['Москва', 'Московский', 'ул. Лаптева', '8к1']","38,5",18,9,"2,6 м",1 совмещенный,1 лоджия,Евроремонт,2017,П-111М,Панельный,Нет,"Сдается 1-комн. квартира, 38,5 м²"
https://www.cian.ru/rent/flat/302055377/,100000,2 мин.,Шелепиха,"['Москва', 'Шмитовский проезд', '39к1']",50,20,12,3 м,1 раздельный,1 лоджия,Евроремонт,2019,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 50 м²"
https://www.cian.ru/rent/flat/301960967/,60000,13 мин.,Перово,"['Москва', 'Мартеновская ул.', '7']",61,45,9,"3,5 м",1 совмещенный,1 балкон,Дизайнерский,1956,Индивидуальный проект,Кирпичный,Нет,"Сдается 2-комн. квартира, 61 м²"
https://www.cian.ru/rent/flat/301894374/,60000,5 мин.,Кунцевская,"['Москва', 'ул. Алексея Свиридова', '5']",48,19,9,"2,7 м","1 совмещенный, 1 раздельный",1 балкон,Евроремонт,1960,Индивидуальный проект,,Нет,"Сдается 1-комн. квартира, 48 м²"
https://www.cian.ru/rent/flat/301272392/,ID,4 мин.,Новые Черёмушки,"['Москва', 'ЮЗАО', 'р-н Черемушки', 'Нахимовский просп.', '31к3']",42,36,6,"2,7 м",1 совмещенный,1 балкон,Дизайнерский,,,,,"Сдается 1-комн. апартаменты, 42 м²"
https://www.cian.ru/rent/flat/301259429/,350000,8 мин.,Смоленская,"['Москва', 'ЦАО', 'р-н Арбат', 'ул. Новый Арбат', '32']",92,,10,,"1 совмещенный, 1 раздельный",,Евроремонт,2013,,Монолитный,Нет,"Сдается 2-комн. апартаменты, 92 м²"
https://www.cian.ru/rent/flat/301356832/,30000,11 мин.,Строгино,"['Москва', 'Мякинино Парк жилой комплекс', '1.1']","19,7","9,6",5,"2,6 м",1 совмещенный,,Евроремонт,,,Панельный,,"Сдается 1-комн. квартира, 19,7 м²"
https://www.cian.ru/rent/flat/301061437/,110000,10 мин.,Новаторская,"['Москва', 'Ленинский просп.', '105к3']",65,48,12,"2,8 м",1 совмещенный,1 лоджия,Евроремонт,2008,Индивидуальный проект,Монолитный,Нет,"Сдается 2-комн. квартира, 65 м²"
https://www.cian.ru/rent/flat/301643163/,79500,17 мин.,Полежаевская,"['Москва', 'ул. Зорге', '9к2']",26,,,"4,5 м",,,Дизайнерский,2022,Индивидуальный проект,,Нет,"Сдается Студия, 26 м²"
https://www.cian.ru/rent/flat/302040129/,35000,5 мин.,Бунинская аллея,"['Москва', 'НАО (Новомосковский)', 'Коммунарка поселок', 'ул. Александры Монаховой', '98к1']","23,3","12,1",4,"2,55 м",1 совмещенный,,Косметический,2017,Индивидуальный проект,Панельный,Нет,"Сдается 1-комн. квартира, 23,3 м²"
https://www.cian.ru/rent/flat/302064656/,87000,5 мин.,Тушинская,"['Москва', 'Волоколамское ш.', '81/2с1']",58,,,,1 совмещенный,,Дизайнерский,,,,,"Сдается 2-комн. апартаменты, 58 м²"
https://www.cian.ru/rent/flat/302001293/,80000,15 мин.,Ростокино,"['Москва', 'ул. Красная Сосна', '3']",48,30,10,"2,8 м",1 совмещенный,,Евроремонт,2021,,Монолитно-кирпичный,Нет,"Сдается 2-комн. квартира, 48 м²"
https://www.cian.ru/rent/flat/298432101/,39000,9 мин.,Филатов Луг,"['Москва', 'Сосенское поселение', 'ул. Большое Понизовье', '7']","19,6",14,3,"2,64 м",1 совмещенный,,Евроремонт,2021,,Монолитный,Нет,"Сдается Студия, 19,6 м²"
